author,datetype,docid,enddate,enumcron,filepath,genres,imprint,imprintdate,locnum,oclc,place,recordid,sampledas,startdate,subjects,title
"Trelawny, Edward John,",r,iau.31858022469112,1890,,/Volumes/TARDIS/work/hathifiles/secondcounts/iau.31858022469112.basic.json.bz2,Fiction,New York|AMS Press|1973,1973,PZ3.T719Ad70PR5671.T5,788835,nyu,100782846,fic,1973,,Adventures of a younger son
,s,ien.35556030102164,    ,D,/Volumes/TARDIS/work/hathifiles/secondcounts/ien.35556030102164.basic.json.bz2,UnknownGenre,1972.,1972,,,xxu,011932458,non,1972,,"Shively Field runway extension and taxiway construction, Saratoga"
,s,ien.35556030134399,    ,Fsum,/Volumes/TARDIS/work/hathifiles/secondcounts/ien.35556030134399.basic.json.bz2,UnknownGenre,1985.,1985,,,xxu,011931094,non,1985,,"US-27 bypass, Decatur"
,s,ien.35556030612709,    ,B1,/Volumes/TARDIS/work/hathifiles/secondcounts/ien.35556030612709.basic.json.bz2,UnknownGenre,1986.,1986,,,xxu,012174942,non,1986,,Hawaiian Islands National wildlife refuge (N.W.R.) master plan
,s,ien.35556030632889,    ,B10,/Volumes/TARDIS/work/hathifiles/secondcounts/ien.35556030632889.basic.json.bz2,UnknownGenre,1976.,1976,,,xxu,012176391,non,1976,,"Guadalupe Mountains, proposed master plan"
,s,ien.35556030783427,    ,F:v.3B,/Volumes/TARDIS/work/hathifiles/secondcounts/ien.35556030783427.basic.json.bz2,UnknownGenre,1978.,1978,,,xxu,012107795,non,1978,,"SR-90, junction SR-5 to vicinity junction SR-405, Seattle"
,s,ien.35556030842561,    ,D,/Volumes/TARDIS/work/hathifiles/secondcounts/ien.35556030842561.basic.json.bz2,UnknownGenre,1974.,1974,,,xxu,012109230,non,1974,,"Flathead National Forest (N.F.), Swan Lake Planning Unit"
,s,ien.35556031013055,    ,D,/Volumes/TARDIS/work/hathifiles/secondcounts/ien.35556031013055.basic.json.bz2,UnknownGenre,1975.,1975,,,xxu,011925970,non,1975,,"Two Harbors harbor O&M, Lake County"
,s,ien.35556031032279,    ,B1,/Volumes/TARDIS/work/hathifiles/secondcounts/ien.35556031032279.basic.json.bz2,UnknownGenre,1979.,1979,,,xxu,011924373,non,1979,,"Grass Rope Unit, irrigation development plan on lower Brule Indian reservation, Feasibility report, 1979"
,s,ien.35556031212723,    ,B2,/Volumes/TARDIS/work/hathifiles/secondcounts/ien.35556031212723.basic.json.bz2,UnknownGenre,1982.,1982,,,xxu,011921435,non,1982,,"White River Resource Area, Wilderness planning amendment"
,s,ien.35556033405275,    ,F:appO,/Volumes/TARDIS/work/hathifiles/secondcounts/ien.35556033405275.basic.json.bz2,NotFiction,August 2001.,2001,,,xxu,011926868,non,2001,,Providence River and Harbor maintenance dredging project
,s,ien.35556034566919,    ,F.v.2,/Volumes/TARDIS/work/hathifiles/secondcounts/ien.35556034566919.basic.json.bz2,NotFiction,December 2003.,2003,,,xxu,011921580,non,2003,,Resource management plan amendment for federal fluid minerals leasing and development in Sierra and Otero counties
"Zheleznova, Irina Lv́ovna. ",s,inu.30000000218366,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000000218366.basic.json.bz2,Fiction|Juvenile audience,Moscow|Goznak|c1977.,1977,,4089533,rur,006929931,fic,1977,Fairy tales|Russia. |Folklore,Sestrit͡s͡a Alenushka i Bratet͡s͡ Ivanushka ; Belai͡a͡ utochka =
"Bednarczyk, Czesław.",s,inu.30000000878250,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.30000000878250.basic.json.bz2,Fiction,London;Poets & Painters Press;1988.,1988,,20096971,enk,007388633,fic,1988,"Fiction in Polish, 1919- - English texts",Kubus
"(Livingston M.) Mqotsi, L. M.",s,inu.30000000896294,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000000896294.basic.json.bz2,Fiction,Johannesburg|Skotaville Publishers|1989.,1989,PR9369.3.M673H6 1989,21577395,sa ,006062543,fic,1989,,The house of bondage
"Smole, Dominik,",s,inu.30000001022544,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.30000001022544.basic.json.bz2,NotFiction,Ljubljana;Društvo slovenskih pisateljev;c1988.,1988,PG1919.29.M55A513,21571607,yu ,011810082,dra,1988,Drama|Antigone (Greek mythology),Antigone
"Eco, Umberto.",s,inu.30000001298136,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000001298136.basic.json.bz2,Fiction|Juvenile audience,San Diego|Harcourt Brace Jovanovich|c1989.,1989,PZ7.E2116Th 1989,18135165,cau,005849229,fic,1989,Fiction|Science fiction|Exploration | Fiction,The three astronauts
,s,inu.30000001869589,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000001869589.basic.json.bz2,NotFiction,Luxembourg|Office for Official Publications of the European Communities|1981.,1981,HC241.2.C7 1981,23000005,lu ,008867343,non,1981,Economic policy|Investments|Law and legislation|Budget|European Economic Community countries,Principle regulations and decisions of the Council of the European Communities on regional policy
"de Brakelond, Jocelin",s,inu.30000003141151,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000003141151.basic.json.bz2,NotFiction|Biography,New York|Oxford University Press|1949.,1949,,3081697,nyu,000154654,bio,1949,Abbot of Bury St. Edmunds|Abbey of Bury St. Edmunds|Samson|1135-1211,The chronicle of Jocelin of Brakelond
"Smith, Susy.",s,inu.30000003493503,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000003493503.basic.json.bz2,NotFiction|Bibliographies,New York|Putnam|1974,1974,BF1311.F8S62,940337,nyu,005992150,non,1974,Future life|Spiritualism,Life is forever;
"Simenon, Georges,",c,inu.30000004272534,1978,,/Volumes/TARDIS/work/hathifiles/counts/inu.30000004272534.basic.json.bz2,Fiction,"Boston, Mass.|G.K. Hall|1989, c1978.",1989,PQ2637.I53F3813 1989,18815985,mau,7579027,fic,1989,Large type books,Maigret and the toy village
"Lochman, Jan Milič.",c,inu.30000004343152,1989,,/Volumes/TARDIS/work/hathifiles/counts/inu.30000004343152.basic.json.bz2,Bibliographies|NotFiction,"Grand Rapids, Mich.|W.B. Eerdmans|1990, c1989.",1990,BV230.L53 1990,21154992,miu,6017188,other,1990,"Criticism, interpretation, etc|Lord's prayer",The Lord's prayer
"Twain, Mark,",s,inu.30000005021047,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.30000005021047.basic.json.bz2,Fantastic fiction|Fiction,New York;Heritage Press;c1942.,1942,PS1308.A1 1942,4314491,nyu,006061909,fic,1942,Arthurian romances|Americans|Great Britain|Britons|Time travel|Kings and rulers|Knights and knighthood|Travel|Adaptations|Fiction,A Connecticut Yankee in King Arthur's court
"Glaspell, Susan,",t,inu.30000005044056,1930,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000005044056.basic.json.bz2,Fiction,"New York|Los Angeles|S. French|London|S. French ltd.|1936, c1930.",1936,,13492353,nyu,007593214,fic,1936,,Alison's house
"Trollope, Anthony,",s,inu.30000005346667,    ,v.2,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000005346667.basic.json.bz2,Fiction,London|New York|Oxford University Press|1953.,1953,PZ3.T75B42,3677110,nyu,006061209,fic,1953,,Barchester Towers
"Sperry, Armstrong,",c,inu.30000007039443,1940,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000007039443.basic.json.bz2,Fiction|Juvenile audience,"New York|Macmillan|1941, c1940.",1941,,9229720,nyu,006056086,fic,1941,Survival|Fiction,Call it courage
"Barnett, James Harwood,",s,inu.30000007081650,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.30000007081650.basic.json.bz2,NotFiction,New York|Macmillan|1954.,1954,,12179097,nyu,6942762,other,1954,Christmas|United States,The American Christmas
"Churchill, Winston,",m,inu.30000007129475,1938,v.1,/Volumes/TARDIS/work/hathifiles/counts/inu.30000007129475.basic.json.bz2,Biography|NotFiction,New York|C. Scribner' sons|1933-38.,1933-1938,,769250,nyu,107204,bio,1933,"1650-1722|History|Duke of|Marlborough, John Churchill|1660-1714","Marlborough, his life and times"
"Brown, Warren,",s,inu.30000007135928,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000007135928.basic.json.bz2,NotFiction,New York|G. P. Putnam's sons|1946,1946,GV875.C6B7,367077,xx ,006071269,non,1946,Chicago Cubs (Baseball team),The Chicago Cubs
"Minor, Robert,",s,inu.30000007156221,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.30000007156221.basic.json.bz2,NotFiction,New York|New Century publishers|1946,1946,HV6466 1946.C65,1062919,nyu,2929092,other,1946,Columbia|Lynching|African Americans|Tennessee,Lynching and frame-up in Tennessee
"Pyle, Ernie,",s,inu.30000007461258,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000007461258.basic.json.bz2,NotFiction,New York|Lancer Books|c1971.,1971,,2570023,nyu,008565075,non,1971,"Tunis|World War, 1939-1945|Personal narratives, American|Tunisia",Here is your war
"Marlowe, Christopher,",s,inu.30000007667011,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000007667011.basic.json.bz2,Drama,Oxford|Clarendon|1950.,1950,PR2664.A1 1950a,4559381,enk,001373194,dra,1950,,The tragical history of the life and death of Dr. Faustus
"Ashmore, Basil,",t,inu.30000007697547,1960,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000007697547.basic.json.bz2,Fiction,"Westport, Conn.|Associated Booksellers|1961, c1960",1961,PZ3.A82665My2,3150573,xx ,006062010,fic,1961,,The mystery of Arthur Gordon Pym by Edgar Allan Poe and Jules Verne
"Heyer, Georgette,",t,inu.30000007705985,1948,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000007705985.basic.json.bz2,Regency novels|Fiction,"New York|Putnam|1971, c1948",1971,PZ3.H514Fp6PR6015.E795,148077,nyu,007586965,fic,1971,,The foundling
"Ngumy, James.",s,inu.30000008735916,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000008735916.basic.json.bz2,Fiction,London|Macmillan|1992.,1992,,27744303,enk,007587753,fic,1992,English fiction|Kenya,Poisoned bait
"Piercy, Marge.",r,inu.30000008738902,1991,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000008738902.basic.json.bz2,Fiction,London|Penguin|1992.,1992,,28799202,enk,007594074,fic,1992,English fiction|United States,Body of glass
"Cameron, Ian,",s,inu.30000009539960,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000009539960.basic.json.bz2,Fiction,London|M. Joseph|1959.,1959,PZ4.P344Ch,11073830,enk,006060023,fic,1959,,The children
"Rowley, Kenneth,",s,inu.30000009672191,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000009672191.basic.json.bz2,Fiction,"S.l.|s.n.|1986|(Mbabane, Swaziland|Webster Print)",1986,GR359.2.S95R68 1986,23076884,sq ,006943988,fic,1986,Tales|Swaziland,Chakijane Kamnjololo
,s,inu.30000010212946,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000010212946.basic.json.bz2,NotFiction,Chicago|The Association|1979.,1979,HG4946.M86 1979,5895988,ilu,008868685,non,1979,Municipal bonds|United States|State bonds|Disclosure in accounting,Guidelines for offerings of securities
,s,inu.30000010381238,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000010381238.basic.json.bz2,Poetry,"Harmondsworth, Middlesex, England|Kestrel Books|1982.",1982,,17332990,enk,007594509,poe,1982,Christian poetry,"The Sun, dancing"
"Defoe, Daniel,",s,inu.30000010384315,    ,"no.44,bk.1",/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000010384315.basic.json.bz2,NotFiction,New York|Published for the Facsimile text society by Columbia university press|1938.,1938,,11568791,nyu,007134014,non,1938,Politics and government | Periodicals|1702-1714|Politics and government,Defoe's Review
"Hargevik, Stieg.",s,inu.30000010408908,    ,pt.1,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000010408908.basic.json.bz2,Bibliographies|NotFiction|Biography,Stockholm|Almqvist & Wiksell International|1974.,1974,PR3404.M373H3 1974,1302712,sw ,000032511,bio,1974,"Memoirs of an English officer|Defoe, Daniel|1661?-1731|1559-1628|Carleton, George",The disputed assignment of Memoirs of an English officer to Daniel Defoe
"Balzac, Honoré de,",s,inu.30000011350596,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/inu.30000011350596.basic.json.bz2,Fiction,"New York|Dodd, Mead|1954",1954,PZ3,344645,nyu,007570226,fic,1954,,Père Goriot
"Larkin, Philip.",s,inu.30000011387192,    ,,/Volumes/TARDIS/work/hathifiles/counts/inu.30000011387192.basic.json.bz2,Fiction,London|Faber and Faber|1956.,1956,,2051104,xx ,6060786,fic,1956,,A girl in winter
,s,inu.30000011549023,    ,v.1,/Volumes/TARDIS/work/hathifiles/counts/inu.30000011549023.basic.json.bz2,NotFiction,Los Angeles|1948-,1948,Z733.L87O7,2850334,cau,1164788,other,1948,Los Angeles Public Library,"Organization, administration, and management of the Los Angeles Public Library"
