docid,author,datetype,enddate,enumcron,filepath,genres,imprint,imprintdate,locnum,oclc,place,recordid,sampledas,startdate,subjects,title,volgenre
uc1.b2657223,,s,    ,,,NotFiction,"Toledo, Ohio|The Council|1976.",1976,F499.T6T6 1976,843418687,ohu,010253518,,1976,Directories,Directory : | 1976 / | $c: Toledo Metropolitan Area Council of Governments.,rin
wu.89031882525,"Steinmann, Henrik.",s,    ,106,,NotFiction|Bibliographies,Berlin|New York|De Gruyter|1990.,1990,,21475072,wb ,008450445,,1990,Forficulidae|Earwigs,Dermaptera : | Eudermaptera I / | $c: Henrik Steinmann.,rin
umn.31951d00379596w,"Gordon, Robert D.",s,    ,,,Catalog|NotFiction,London|British Museum (Natural History)|c1987.,1987,QL573,18835537,enk,002454719,,1987,Beetles,A catalogue of the Crotch collection of Coccinellidae (Coleoptera) / | $c: Robert D. Gordon.,rin
mdp.39015020406834,,s,    ,,,NotFiction,"Ann Arbor, Mich.|The Dept.?|1983",1983,,13446509,miu,000922668,,1983,"City planning|Ann Arbor|Land use, Urban|Michigan",Downtown data : block data / | $c: prepared by Ann Arbor Planning Department.,rin
uc1.31822028294205,,s,    ,,,NotFiction|Bibliographies,"Honolulu, Hawaii|Bishop Museum Press|c2003",2003,QH91.8.E94,277240075,hiu,008330278,,2003,Exotic marine organisms|American Samoa|Pest introduction,"Introduced marine species in Pago Pago Harbor, Fagatele Bay and the national park coast, American Samoa | $c: S.L. Coles ... [et al.]",rin
mdp.39015064126686,"Wali, Shah.",s,    ,,,NotFiction|Directories,Islamabad|Hi-Exposure|c2005.,2005,,62179268,pk ,005242829,,2005,Hotels|Northern Areas|Directories|Restaurants|Pakistan|Guidebooks,Hospitality & tourism guide of Northern Areas Pakistan / | $c: compiled and written by Shah Wali ; edited by Anna Berghauser-Ahmed.,rin
inu.30000053922088,,s,    ,,,NotFiction|Directories,Indianapolis|The Commission|1978,1978,,5036384,inu,009681254,,1978,Indiana|Older people|Societies and clubs|Directories,"Indiana senior centers directory / | $c: compiled by Indiana Commission on Aging, Department of Recreation and Park Administration, Indiana University.",rin
umn.31951d00908064y,"Foottit, R. (Robert G.)",s,    ,,,NotFiction|Bibliographies,"Ottawa|Research Branch, Agriculture Canada|1993.",1993,,28259587,onc,003824080,,1993,Phylloxeridae|Insect pests|Canada|Aphids,"The genera of the aphids of Canada, Homoptera: Aphidoidea and Phylloxeroidea / | $c: Robert G. Foottit and William R. Richards.",rin
pst.000018283129,,s,    ,,,NotFiction,Harrisburg|Pennsylvania Department of Environmental Resources|1982].,1982,,9507093,xx ,007519355,,1982,"Pennsylvania|Directories|Recycling (Waste, etc.)","Directory of Pennsylvania recycling operations : | arranged by county / | $c: [prepared for the Pennsylvania Department of Environmental Resources, Bureau of Solid Waste Management, Division of Municipal Services, Resource Recovery Section ; by the Pennsylvania Roadside Council].",rin
mdp.39015052394809,"Crawford, Stacy.",s,    ,,,Autobiography|NotFiction,New York|Vantage Press|c1984.,1984,,25386271,nyu,003516387,,1984,"Transsexuals|Biography|Crawford, Stacy|United States","The Eve principle : | the story of a truly unique transsexual, Stacy Crawford / | $c: as told to Mona Joslin Cross.",rin
mdp.39015071166378,"Eberle, Cosa L. Baughey.",s,    ,,,Biography|NotFiction,"Berne, Ind.|Economy Printing Concern, Inc.|1941?",1941,,38075817,inu,003199453,,1941,"1879-1940|Spouses of clergy|Michigan|Baughey, Rebecca Jane|Women evangelists|Biography","The life of ""Mother"" Baughey, | $c: written by her children ... compiled by her eldest daughter, Mrs. Cosa L. Eberle.",rin
mdp.39015019761520,"Byerly, Victoria Morris.",s,    ,,,Biography|NotFiction,"Ithaca, N.Y.|ILR Press, New York State School of Industrial and Labor Relations, Cornell University|c1986.",1986,HD6073.T42A132 1986,14212752,nyu,000835227,,1986,Biography|Women textile workers|Southern States|Employment|Women|Economic conditions,Hard times cotton mill girls : | personal histories of womanhood and poverty in the south / | $c: [as told to] Victoria Byerly ; [introduction by Cletus E. Daniel].,rin
mdp.39015081217609,"Butler, Samuel,",m,1926,v.17,,Autobiography|NotFiction,London|J. Cape|New York|E. P. Dutton & company|1923-26,1923-1926,PR4349.B7 1923,493420,enk,001112818,,1923,,The Shrewsbury edition of the works of Samuel Butler. | $c: Edited by Henry Festing Jones and A. T. Bartholomew ...,rin
mdp.39076002922461,"Matthau, Carol.",s,    ,,,Autobiography|NotFiction,New York|Turtle Bay Books|1992.,1992,CT275.M46447A3 1992,24955173,nyu,002584302,,1992,"Biography|Matthau, Carol",Among the porcupines : | a memoir / | $c: Carol Matthau.,rin
mdp.39015013242303,"Mitchell, George,",s,    ,,,Biography|NotFiction,Urbana|University of Illinois Press|1973,1973,E185.93.G4M57,617928,ilu,000339686,,1973,African American youth|Georgia,I'm somebody important; | young Black voices from rural Georgia.,rin
mdp.39015009116651,"Chapoose, Connor,",s,    ,,,ContainsBiogMaterial|NotFiction,"Eugene, Or.|Dept. of Anthropology and the Oregon State Museum of Anthropology, University of Oregon|1993",1993,,29515123,oru,002806617,,1993,"Ute Indians|1905-1961|Biography|Chapoose, Connor",Conversations with Connor Chapoose : | a leader of the Ute Tribe of the Uintah and Ouray Reservation : recorded in 1960 / | $c: edited by Y.T. Witherspoon.,rin
inu.39000002085475,"Elbaja, Mohammed.",s,    ,,,NotFiction|Autobiography,London|English Centre|1978.,1978,,6108553,enk,008571406,,1978,"Elbaja, Mohammed|Social life and customs",My life / | $c: Mohammed Elbaja.,rin
uc1.$b806979,"Usinger, Robert L. (Robert Leslie),",s,    ,,,NotFiction|Bibliographies,London|Printed by order of the Trustees of the British Museum|1959.,1959,QL523.A7U84,737815,enk,009166464,,1959,Aradidae,"Classification of the Aradidae (Hemiptera-Heteroptera), | $c: by Robert L. Usinger and Ryuichi Matsuda.",rin
coo.31924018292239,"Yamaguti, Satyu,",s,    ,pt.1-5,,NotFiction,"Kyoto|Office of the Surgeon, Hq.|1951",1951,,14666934,ja ,009166631,,1951,,Mosquito fauna of North America | $c: by Satyu Yamaguti and Walter J. LaCasse.,rin
uc1.32106015371807,"Jhally, Sut.",s,    ,,,Bibliographies|NotFiction,Boulder|Westview Press|1992.,1992,,25317799,cou,002557683,,1992,Influence|Television viewers|African Americans on television|Cosby show (Television program)|Television broadcasting|United States|Public opinion|Race relations | Public opinion,"Enlightened racism : | The Cosby show, audiences, and the myth of the American dream / | $c: Sut Jhally and Justin Lewis.",rin
inu.30000079186817,"O'Hanlon, Tim.",s,    ,,,NotFiction|Bibliographies,"Westport, CT|Bergin & Garvey|2001.",2001,HV875.55.O45 2001,46976567,ctu,007577337,,2001,United States|Case studies|Adoption,"Adoption digest : | stories of joy, loss, and the journey / | $c: Tim O'Hanlon and Rita Laws ; foreword by Ann M. McCabe.",rin
pst.000027200742,"Plumer, William,",r,1926,,,NotFiction|Bibliographies,New York|Da Capo Press|1970 [c1926,1970,E373.P7 1970,87093,nyu,009908703,,1970,Missouri compromise|1825|Presidents|Election|United States|1817-1825|Politics and government,"The Missouri compromises and presidential politics, 1820-1825, | from the letters of William Plumer, Junior, | $c: edited by Everett Somerville Brown.",rin
uc1.$b23591,"Harper, Henry Howard,",s,    ,,,NotFiction,New York|Brentano's|c1925,1925,G463.H3,3431730,xx ,001271051,,1925,Voyages and travels,"Highlights of foreign travel; | a memorable journey to Palestine, Egypt, Italy, and the battle front in France, | $c: by Henry Howard Harper, with illustrations by Haydon Jones.",rin
inu.30000086818261,"Bunce, Meliss,",s,    ,,,NotFiction|Bibliographies,"Little Rock, Ark.|August House|c2003.",2003,GR465.B85 2003,51223588,aru,006942943,,2003,Tales|Interpersonal relations|Marriage|Folklore,Happily ever after : | folktales that illuminate marriage and commitment / | $c: Meliss Bunce.,rin
mdp.39076006473677,"Vonnegut, Mark.",s,    ,,,Autobiography|NotFiction,New York|Praeger|1975.,1975,,1724343,nyu,000035650,,1975,"personal narratives|Schizophrenia|Vonnegut, Mark|Personal narratives",The Eden express / | $c: Mark Vonnegut.,rin
pst.000024475310,"Weil, Ann,",s,    ,,,NotFiction|Juvenile audience|Biography,Indianapolis|Bobbs-Merrill|c1962.,1962,PZ7.W432Fr 5,1717546,xxu,008158905,,1962,"1882-1945|(Franklin Delano)|Roosevelt, Franklin D","Franklin Roosevelt, boy of the four freedoms. / | $c: Illustrated by Robert Doremus.",rin
wu.89067499152,"Skane, Edward R. (Edward Russell),",s,    ,,,NotFiction|Autobiography,"Salinas, Calif.|Dane Books|c1984.",1984,BX8762.Z8S587 1984,10752521,cau,007456742,,1984,"Massachusetts|Suffering|Skane Steel and Design Engineering, Inc|Clergy|Steel industry and trade|Religious aspects|Christianity|Biography|(Edward Russell)|Mafia|Skane, Edward R|Pentecostal churches|1931-",God's man/Satan's trap / | $c: by Edward R. Skane.,rin
uc1.32106014174236,"Fumia, Molly",s,    ,,,NotFiction|ContainsBiogMaterial,"Berkeley, CA|Conari Press|Emeryville, CA|Distributed by Publishers Group West|c1997",1997,HQ536.F96 1997,35559252,cau,007136732,,1997,Patients|Parents of AIDS patients|Bereavement|Death|Biography|Case studies|Violent deaths|Sons|Family|AIDS (Disease)|Japanese American families|United States,Honor thy children : | one family's journey to wholeness / | $c: Molly Fumia,rin
mdp.39015008708805,"Bell, Margaret,",s,    ,,,UnknownGenre,"New York|# Dutton & co., inc.|1938.",1938,,68181585,nyu,001873598,,1938,Women|New England|Biography|United States|Frontier and pioneer life|Pioneers,"Women of the wilderness, | $c: by Margaret Bell.",rin
mdp.39015029237016,"Salas, Floyd,",s,    ,,,Autobiography|NotFiction,"Houston, Tex.|Arte Publico Press|1992.",1992,PS3569.A459Z464 1992,25164240,txu,002611857,,1992,"1931-|20th century|Boxers (Sports)|Novelists, American|Biography|Salas, Floyd|United States",Buffalo nickel : | a memoir / | $c: Floyd Salas.,rin
mdp.39015047596823,"Ríos, Alberto.",s,    ,,,NotFiction|Autobiography,Albuquerque|University of New Mexico Press|c1999.,1999,PS3568.I587Z474 1999,41278478,nmu,004051108,,1999,"20th century|Mexican American authors|Social life and customs|Biography|Ríos, Alberto|Nogales (Sonora)|Authors, American|Nogales|Homes and haunts|Arizona|Mexico|Childhood and youth|Mexican Americans",Capirotada : | a Nogales memoir / | $c: Alberto Alvaro Ríos.,rin
uc1.b3959976,"Brittan, Harriette G.,",|,1860,,,NotFiction,New York|Negro Universities Press|1969,1969,DT625.B87 1969,13645,nyu,001259540,,1969,Missions|Liberia|Description and travel,"Scenes and incidents of every-day life in Africa, | $c: by Harriette G. Brittan.",rin
mdp.39015047764256,"Emerson, Ellen Tucker.",s,    ,v.2,,Autobiography|NotFiction,"Kent, Ohio|Kent State University Press|c1982.",1982,PS1631.A4 1982,8533102,ohu,000769932,,1982,"1803-1882|Emerson, Ralph Waldo|Emerson, Ellen Tucker|Daughters|Emerson family|Social life and customs|Correspondence|Forbes family|United States",The letters of Ellen Tucker Emerson / | $c: edited by Edith E.W. Gregg ; foreword by Gay Wilson Allen.,rin
uc1.31822031044324,,q,1929,,,NotFiction|Books printed as advertisements|Cookbooks,"Monterey, Calif.|Monterey Packing Co.|between 1910 and 1929?",1910,TX748.S26S65 1900z,16228235,cau,010746691,,1910,Cooking (Sardines),Some of the favorite ways of preparing Booth's Crescent Brand sardines,rin
mdp.39015005178473,"Burningham, John.",s,    ,,,UnknownGenre,London|Cape|1970.,1970,,415684,enk,001428068,,1970,,Mr. Gumpy's outing.,rin
uc1.31822031040454,,n,uuuu,,,NotFiction|Cookbooks,San Francisco|n.d.,"<unparsed=""[n.d.]"">",,17541355,cau,010746407,,uuuu,"Baking|Cooking, American","Cake, bread, pastry",rin
mdp.39015058718803,,s,    ,,,NotFiction|Bibliographies,"Alice Springs, N.T.|IAD Press|2003.",2003,PL7101.N43N43 2003,56201860,at ,004719526,,2003,Dictionaries|Ngaanyatjarra language|English,"Ngaanyatjarra & Ngaatjatjarra to English dictionary / | $c: compiled by Amee Glass & Dorothy Hackett ; main contributors, Bernard Newberry ... [et al.].",rin
mdp.39015043203085,"Topolewski, Tanya.",s,||||,,,UnknownGenre,2000?,2000,,68901321,xx ,004154452,,2000,"Stormwater infiltration|Land use, Urban|Sociology, Urban|United States","Cultural expectations for residential streets : | challenges and solutions to integrating stormwater infiltration : a practicum submitted in partial fulfillment ... for the degree of Masters [sic] of Landscape Architecture ... / | $c: author, Tanya Topolewski.",rin
mdp.39015062444313,"Wechsberg, Joseph,",s,    ,,,NotFiction,New York|Time-Life Books|c1974.,1974,TX721,16673310,nyu,005091308,,1974,"Cooking, Czech|Cookery, Austro-Hungarian|Cooking, Yugoslav",Recipes : | the cooking of Vienna's empire / | $c: [Joseph Wechsberg].,rin
mdp.39015064951489,"Crawford, Jane W.",s,    ,,,NotFiction,"Wauconda, Ill.|Bolchazy-Carducci Publishers|c2006.",2006,PA6351 +,214067591,ilu,005580094,,2006,"Cicero, Marcus Tullius|Latin language|Oratory|Problems, exercises, etc|Speeches, addresses, etc., Latin|Readers",A Cicero workbook / | $c: Jane W. Crawford & Judith A. Hayes.,rin
ien.35556030818553,,s,    ,F,,UnknownGenre,1996.,1996,,,xxu,012107304,,1996,,"WI-100 and US 45 interchange study, Milwaukee County, Waukesha County : | environmental impact statement.",rin
umn.319510001318322,"Theodor, Oskar.",s,    ,,,NotFiction|Bibliographies,Jerusalem|Israel Academy of Sciences and Humanities|1976.,1976,,3294952,is ,000938419,,1976,Classification|Insects|Generative organs|Robber flies,On the structure of the spermathecae and aedeagus in the Asilidae and their importance in the systematics of the family / by Oskar Theodor.,rin
wu.89086879772,"Yuan, Tsung-Yu.",s,    ,,,NotFiction|Bibliographies,1950.,1950,,57698493,xx ,005748333,,1950,"Dissertations, Academic|Mechanical Engineering",Design of an air conditioning test room / | $c: by Tsung-Yu Yuan.,rin
uma.ark:/13960/t9865q96b,"Callahan, Francis Patrick,",s,    ,,,Bibliographies|NotFiction,,,,15996853,xx ,100655284,,1987,Decision making|Choice (Psychology)|Theses|Masters|Psychological aspects|Psychology,"""Mere thought"" attitude polarization : | some second thoughts / | $c: by Francis Patrick Callahan.",rin
ien.35556030789424,,s,    ,D,,UnknownGenre,1974.,1974,,,xxu,011933406,,1974,,"Monroe Blvd extension, Ogden : | environmental impact statement.",rin
coo.31924086756560,"Stuvel, Pieke.",s,    ,,,NotFiction,"Harmondsworth, Eng.|New York, N.Y.|Penguin Books|1981.",1981,TT515.S86313,6862955,enk,009180421,,1981,Dressmaking|Sewing,"A touch of style : | sewing simple, inventive clothes / | $c: by Pieke Stuvel.",rin
wu.89064244700,"Hodson, James.",s,    ,,,NotFiction|Bibliographies,Bristol|Bristol and Gloucestershire Archaeological Society|1997.,1997,DA690.C48H64 1997,37552746,enk,007971695,,1997,History|Gazetteers,An historical gazetteer of Cheltenham / | $c: compiled by James Hodson.,rin
inu.30000118692965,"Bair, Frederick Haigh,",s,    ,no.230,,NotFiction,Chicago|American Society of Planning Officials|1968.,1968,,1014653,xx ,008865889,,1968,Open spaces|City planning,"The open space net, | $c: prepared by Frederick H. Bair, Jr.",rin
inu.30000109319750,,s,    ,,,NotFiction,"Highland, Ind.|The Commission|1972?",1972,,5705037,inu,009681205,,1972,Indiana|Lake County|Parks|Recreation areas,Parks and recreation.,rin
uc1.31822015022262,,m,    ,v.5,,NotFiction,Berlin|New York|Springer-Verlag|c1990-,1990,,22393636,gw ,010248263,,1990,"Chemistry, Organic|Indexes","Beilstein handbook of organic chemistry, fourth edition. | $c: compiled by the Beilstein-Institut für Literatur der Organischen Chemie, Frankfurt am Main | $n: Fifth supplementary series, covering the literature from 1960 through 1979. | $p: Collective indexes. | Formula index /",rin
ien.35556030105076,,s,    ,D,,UnknownGenre,1987.,1987,,,xxu,011930696,,1987,,"12th St and I-495 interchange, arterial St construction, Wilmington : | environmental impact statement.",rin
mdp.39015007545232,,m,9999,v.3,,NotFiction|Bibliographies,Belfast|1969-,1969,,806061,nik,000236822,,1969,City planning|Northern Ireland|Belfast,"Belfast urban area plan | $c: [by] Building Design Partnership in association with Nathaniel Lichfield and Assoicates, Derek Lovejoy and Associates and the late John Madge.",rin
coo.31924051755142,"Dawes, Mike.",s,    ,,,NotFiction|Bibliographies,"Shrewsbury, England|Swan Hill Press|1989.",1989,,64016159,enk,009174823,,1989,"Flies, Artificial|Fly tying",The flytier's companion / | $c: Mike Dawes ; drawings by Taff Price.,rin
coo.31924003542549,"Ives, Suzy,",s,    ,,,NotFiction,London|B. T. Batsford|c1973,1973,,16256684,enk,009058418,,1973,Toy making|Paper toy making,Children's costumes in paper and card. | $c: [By] Suzy Ives.,rin
mdp.39015006957487,"Siemsen, Hans,",s,    ,,,Biography|NotFiction,"London|L. Drummond, limited|1940",1940,DD253.S56,1881623,enk,000703324,,1940,National socialism|Hitler-Jugend,Hitler youth | $c: [by] Hans Siemsen; translated by Trevor and Phyllis Blewitt; with a foreword by Rennie Smith.,rin
uc1.b3386548,"Braithwaite, E. R. (Edward Ricardo)", ,1962,,,NotFiction|Autobiography,"London|Readers Union : Bodley Head|1963, c1962.",1963,,,enk,010097628,,1963,"England|Social workers|Child welfare workers|(Edward Ricardo)|Child welfare|Biography|Braithwaite, E. R|London",Paid servant / | $c: E.R. Braithwaite.,rin
wu.89098856529,"Lindsey, Anne Hawthorne.",s,    ,,,Biography|NotFiction,S.l.|Privately printed for the author|1930|(Edinburgh|R. & R. Clark),1930,DA630.L56 1930,12230632,stk,005777339,,1930,Description and travel,Four years / | $c: by Anne Hawthorne Lindsey.,rin
inu.30000004358440,"Robinson, Harry,",s,    ,,,NotFiction,"Penticton, B.C.|Theytus Books|1988.",1988,,21305369,bcc,001834916,,1988,Indians of North America|Folklore,Write it on your heart : | the epic world of an Okanagan storyteller / | $c: Harry Robinson ; edited by Wendy Wickwire.,rin
uc1.$b758030,"Nash-Williams, V. E. (Victor Erle),",s,    ,,,NotFiction,Cardiff|Published by the National Museum of Wales and by the Press Board of the University of Wales|1930.,1930,,21882176,wlk,008221856,,1930,"Antiquities, Roman",The Roman legionary fortress at Caerleon in Monmouthshire; | report on the excavations carried out in Jenkins's Field in 1926.,rin
umn.31951d00520648s,"(William Henry), Over, William H.",s,    ,,,NotFiction,Vermillion|The University of South Dakota|1932.,1932,QH105.S8S8 no.3,3829078,sdu,001494227,,1932,Botany|South Dakota,"Flora of South Dakota; | an illustrated check-list of flowering plants, shrubs and trees of South Dakota, | $c: by William H. Over.",rin
wu.89057254294,"Elarth, Wilhelmina Van Ingen,",s,    ,,,Bibliographies|NotFiction,Ann Arbor|The University of Michigan press|1939.,1939,NB80V34,1153865,miu,001461451,,1939,"Iraq|Terra-cotta sculpture, Ancient|Babylonia|Antiquities","Figurines from Seleucia on the Tigris : | discovered by the expeditions conducted by the University of Michigan with the cooperation of the Toledo museum of art and the Cleveland museum of art, 1927-1932 / | $c: by Wilhelmina Van Ingen.",rin
uc1.b4098991,"Flack, Marjorie,",s,    ,,,Fiction,"New York|Doubleday, Doran & Company, Inc.|1939.",1939,,1929435,nyu,006153692,,1939,Picture books for children,"Angus and the ducks, | $c: told and pictured by Marjorie Flack.",rin
mdp.39015028646241,,s,    ,,,Catalog|NotFiction,Dublin|the Stationery off.|1937,1937,NE265.D8,2069046,ie ,001482894,,1937,"Catalogs|Portraits, Irish","Catalogue of engraved Irish portraits mainly in the Joly collection, and of original drawings.",rin
inu.39000005550434,"Clark, J. D.",s,    ,,,NotFiction,"Raleigh, N.C.|J.D. Clark?|1939.",1939,,11365925,ncu,006930923,,1939,Terms and phrases|English language,"Similes, collected and arranged / | $c: J.D. Clark.",rin
pst.000018416022,,s,    ,,,NotFiction,Harrisburg|1931.,1931,,82067820,xx ,008002783,,1931,Home labor,"Persons, firms, and corporations licnsd to employ home workers in the commonwealth of Pennsylvania.",rin
mdp.39015050476020,,s,    ,v.3,,NotFiction|Bibliographies,"Piraeus, Greece|Petros M. Nomikos and The Thera Foundation|2000.",2000,,45869457,gr ,004167250,,2000,"Akrōtērion|Conservation and restoration|Antiquities | Collection and preservation|Greece|Mural painting and decoration, Minoan","Proceedings of the first international symposium : the wall paintings of Thera : | Petros M. Nomikos Conference Centre, Thera, Hellas, 30 August - 4 September 1997 / | $c: editor, S. Sherratt.",rin
mdp.39015063348331,"Neundorf, Alyse.",s,    ,,,Dictionary|NotFiction,Albuquerque|University of New Mexico Press|2006.,2006,PM2007.N48 2006,63122798,nmu,005229673,,2006,English language|Navajo|Navajo language|English|Dictionaries|Verb|Grammar,Navajo/English dictionary of verbs / | $c: Alyse Neundorf ; foreword by Robert W. Young.,rin
inu.30000094761578,,r,1838,,,NotFiction,"Fort Bragg, CA|R.L. Shep|c2001.",2001,TT590.E24 2001,47013225,cau,006807424,,2001,Tailoring|Men's clothing|History|Garment cutting|19th century|Etiquette,Early Victorian men / | $c: edited by R.L. Shep.,rin
uiug.30112048198730,,s,    ,,,Directories|NotFiction,"Springfield, Ill.|Illinois Environmental Protection Agency|2002.",2002,,50396668,ilu,100803082,,2002,Directories|Illinois|Environmental protection|Environmental Protection Agency,Field operations directory.,rin
pst.000046429971,"Boursin, Didier.",s,    ,,,NotFiction,"Buffalo, N.Y.|Firefly Books|2000.",2000,,43275530,xxc,007063508,,2000,Origami,Advanced origami / | $c: Didier Boursin.,rin
pst.000046236708,"Herman, Gail,",s,    ,1999,,NotFiction|Juvenile audience,New York|Bantam Books|c1999.,1999,PZ7.H4315Mix 1999x,42683724,xxu,007496895,,1999,Fiction|Fairies,Mixed-up magic / | $c: by Gail Herman ; illustrated by Fran Gianfriddo.,juv
inu.30000106600731,"Fine, Anne.",s,    ,,,Fiction|Juvenile audience,England?|Puffin|1990.,1990,,22308805,enk,009685697,,1990,,Goggle-eyes / | $c: Anne Fine.,juv
pst.000032024241,"Montgomery, L. M. (Lucy Maud),",s,    ,1980,,NotFiction|Juvenile audience,Toronto|Seal Books|198-?].,"<estimate=""[198-?]"">",,37750300,xxc,008158432,,198u,Country life|Friendship|Fiction|Orphans,Anne of Green Gables / | $c: L. M. Montgomery.,juv
pst.000054193130,"Merrick, Patrick.",s,    ,,,NotFiction|Juvenile audience,"Chanhassen, MN|Child's World|1998.",1998,QL544.2.M47 1998,35723706,mnu,007051442,,1997,Butterflies|Metamorphosis|Caterpillars|Juvenile literature,Caterpillars / | $c: Patrick Merrick.,juv
pst.000025739442,"Penn, Audrey,",s,    ,1989,,NotFiction|Juvenile audience,"Blacksburg, Va.|McDonald and Woodward Pub. Co.|1989.",1989,PZ7.P38448No 1989,20566705,xxu,007497165,,1989,Dinosaurs|Fiction|Fossils,No bones about Driftiss / | $c: by Audrey Penn ; illustrated by Judy V. Loving with assistance from Pam Post.,juv
pst.000066207252,"Trewellard, Juliet.",s,    ,,,Children's stories|Fiction|Juvenile audience|Fairy tales,Oxford|New York|D. Fickling Books|2007.,2007,PZ8.T773Bu 2007,76361276,enk,007509970,,2007,Fairy tales|Juvenile fiction|Dragons|Clumsiness|Fiction|Animals|Princesses,Butterfingers / | $c: J.M. Trewellard ; illustrated by Ian Beck.,juv
uc1.b4101799,"Ish-Kishor, Sulamith.",s,    ,Copy 2,,Fiction|Juvenile audience,New York|Pantheon bks.|1963.,1963,PZ7.I79Bo,300768,nyu,001031415,,1963,,A boy of old Prague / | $f: drawings by Ben Shahn.,juv
uc1.$b400466,"Uchida, Yoshiko.",s,    ,,,Fiction|Juvenile audience,New York|Scribner|1972,1972,PZ7.U25Sam3,609170,nyu,009382132,,1972,Juvenile fiction,Samurai of Gold Hill / | $c: by Yoshiko Uchida; Illustrated by Ati Forberg.,juv
mdp.39015021932101,"Knight, Damon,",s,    ,,,Bibliographies|Fiction|Juvenile audience,New York|Simon and Schuster|1970,1970,PZ5.K67Di,94234,nyu,001026925,,1970,Science fiction,Dimension X; | five science fiction novellas. | $c: Compiled by Damon Knight.,juv
pst.000056091014,"Asher, Sandy.",s,    ,Books A844too 2004,,Juvenile audience|Fiction,New York|Philomel Books|c2005.,2005,PZ7.A816To 2005,55078398,nyu,012271805,,2005,Juvenile fiction|Frogs|Fiction|Rabbits|Assertiveness (Psychology),Too many frogs! / | $c: Sandy Asher ; illustrations by Keith Graves.,juv
mdp.39015057644729,"Bødker, Cecil.",s,    ,,,Juvenile audience|Fiction,New York|Atheneum|1975.,1975,PZ7.B635717Le3,1054307,nyu,000022183,,1975,,The leopard. | $c: Translated by Gunnar Poulsen.,juv
mdp.39015055921277,"Janes, J. Robert (Joseph Robert),",r,1991,,,Fiction|Juvenile audience,New York|Soho Press|2002.,2002,PR9199.3.J3777D65 2002,48761758,nyu,004292532,,2002,"Fiction|Germans|Kohler, Hermann (Fictitious character)|World War, 1939-1945|France|German occupation, 1940-1945|History|Brittany|Police|Saint-Cyr, Jean-Louis (Fictitious character)",Dollmaker / | $c: J. Robert Janes.,juv
mdp.39015027551087,"Carlson, Natalie Savage.",s,    ,,,Juvenile audience|NotFiction,New York|Harper & Row|1955.,1955,PZ10.3.C2Wi,1415304,nyu,001032527,,1955,,Wings against the wind / | $c: by Natalie Savage Carlson ; | $f: pictures by Mirea Vasiliu.,juv
mdp.39015010715012,"Lawrence, Louise,",r,    ,,,Juvenile audience|Fiction,New York|Harper & Row|c1985.,1985,PZ7.L4367Ch 1985,12053219,nyu,000582261,,1985,,Children of the dust / | $c: Louise Lawrence.,juv
mdp.39015038612134,"Perkins, Lynne Rae.",s,    ,,,Fiction|Juvenile audience,New York|Greenwillow Books|c1995.,1995,PZ7.P4313Ho 1995,30892065,nyu,003135042,,1995,,Home lovely / | $c: by Lynne Rae Perkins.,juv
mdp.39015016945886,"Moeri, Louise.",s,    ,,,Fiction|Juvenile audience,Boston|Houghton Mifflin|1989.,1989,PZ7.M7214Fo 1989,19396774,mau,001841307,,1989,,The forty-third war / | $c: Louise Moeri.,juv
mdp.39015004060466,"Heide, Florence Parry.",s,    ,,,Juvenile audience|Fiction,New York|Holiday House|c1981.,1981,PZ7.H36Tr,7463898,nyu,000184064,,1981,,Treehorn's treasure / | $c: by Florence Parry Heide ; drawings by Edward Gorey.,juv
mdp.39015018622913,"Bailey, Carolyn Sherwin,",s,    ,,,Juvenile audience|NotFiction,New York|The Vikings Press|1946.,1946,PZ8.9.B16Mi,169345,nyu,001032391,,1946,Dolls|Fiction|Country life,"Miss Hickory, | $c: by Carolyn Sherwin Bailey, with lithographs by Ruth Gannett.",juv
mdp.39015013272946,"Dunlop, Eileen.",s,    ,,,Juvenile audience|Fiction,New York|Holiday House|1987.,1987,PZ7.D9214Hr 1987,15697714,nyu,000915206,,1987,,The house on the hill / | $c: Eileen Dunlop.,juv
pst.000058541265,"Warner, Sally,",s,    ,,,Juvenile audience|Fiction,New York|Viking|2005.,2005,PZ7.W24644On 2005,55615891,nyu,012267778,,2005,Single-parent families|Only child|Interpersonal relations|Fiction|Juvenile fiction,Only Emma / | $c: Sally Warner ; illustrated by Jamie Harper.,juv
pst.000061518155,"Lamba, Marie.",s,    ,,,Fiction|Juvenile audience,New York|Random House Children's Books|c2007.,2007,PZ7.L1676Wha 2007,68798782,nyu,009805377,,2007,Schools|Interpersonal relations|East Indian Americans|Juvenile fiction|Family life|Fiction|Pennsylvania|Families|Aunts,What I meant-- / | $c: Marie Lamba.,juv
uc1.b4098198,"Haywood, Carolyn,",s,    ,,,Juvenile audience|NotFiction,New York|Morrow|1955.,1955,,2881639,nyu,001031356,,1955,,Eddie and his big deals / | $c: written and illustrated by Carolyn Haywood.,juv
pst.000032601268,"Tanaka, Shelley.",s,    ,1998,,NotFiction|Juvenile audience,New York|Delacorte Press|c1998.,1998,PZ7.T16135An 1998,35331219,xxu,007509955,,1998,Country life|Friendship|Prince Edward Island|Fiction|Orphans,Anne of Green Gables / | $c: by L. M. Montgomery ; adapted by Shelley Tanaka.,juv
